tweet_id,fav_count,retweet_count
716285507865542656,2954,1181
716439118184652801,2507,238
716447146686459905,13925,6390
716730379797970944,1304,460
716791146589110272,5870,1507
716802964044845056,4529,1273
717009362452090881,3475,1062
717047459982213120,6646,2064
717421804990701568,3349,919
717428917016076293,1703,495
717537687239008257,6124,2000
717790033953034240,3077,1222
717841801130979328,2604,648
718234618122661888,4112,1086
718246886998687744,2047,544
718454725339934721,5182,1634
718460005985447936,2877,577
718540630683709445,2644,1097
718613305783398402,2601,524
718631497683582976,20106,8783
718939241951195136,5563,1910
718971898235854848,3707,1195
719332531645071360,3626,1037
719339463458033665,4685,1354
719367763014393856,2966,800
719551379208073216,5367,2103
719704490224398336,4851,1577
719991154352222208,5133,1906
720043174954147842,5204,2176
720059472081784833,4136,1230
720340705894408192,3051,1055
720389942216527872,6812,2743
720415127506415616,4379,1617
720775346191278080,2631,741
720785406564900865,3311,841
721001180231503872,2680,665
721503162398597120,4955,2041
722613351520608256,5257,1780
722974582966214656,4369,1709
723179728551723008,5633,2043
723673163800948736,3219,968
723688335806480385,8195,3235
723912936180330496,4125,1329
724004602748780546,4447,1726
724046343203856385,2828,606
724049859469295616,4603,1921
724405726123311104,5635,1791
724771698126512129,2514,693
724983749226668032,3938,1422
725458796924002305,1498,675
725729321944506368,5510,1938
725786712245440512,4426,1477
725842289046749185,7488,2875
726224900189511680,4693,1263
726828223124897792,3775,1094
726887082820554753,4078,1635
726935089318363137,7322,2660
727155742655025152,3866,1441
727175381690781696,4112,1488
727286334147182592,3230,890
727314416056803329,3527,811
727524757080539137,4754,1329
727644517743104000,6270,1903
727685679342333952,3123,691
728015554473250816,4357,1192
728035342121635841,4828,1821
728046963732717569,4580,1275
728387165835677696,3909,1040
728409960103686147,5239,2189
728653952833728512,3530,1137
728751179681943552,2967,739
728760639972315136,4965,1844
728986383096946689,3374,889
729113531270991872,2005,359
729463711119904772,6177,2503
729823566028484608,4244,1345
729838605770891264,1810,418
729854734790754305,4281,1219
730196704625098752,5196,2099
730211855403241472,4072,1147
730427201120833536,3688,1131
730573383004487680,5242,2346
730924654643314689,6520,2163
731156023742988288,4082,1386
731285275100512256,3712,1073
732005617171337216,15874,5945
732375214819057664,8595,2738
732585889486888962,3924,840
732726085725589504,3757,961
732732193018155009,2598,583
733109485275860992,45262,17263
733460102733135873,4478,1397
733482008106668032,3348,1035
733822306246479872,3912,1099
733828123016450049,3827,848
734559631394082816,1596,431
734776360183431168,2667,588
734787690684657664,13367,6858
734912297295085568,2916,561
735137028879360001,3333,1052
735256018284875776,3578,964
735274964362878976,13856,5536
735635087207878657,6598,2578
735648611367784448,4283,1191
735991953473572864,3835,1255
736010884653420544,8433,3245
736225175608430592,8672,3013
736365877722001409,4262,1362
736392552031657984,18928,8116
736736130620620800,4609,1896
737310737551491075,15655,8077
737322739594330112,3845,880
737445876994609152,11005,4865
737678689543020544,5380,1459
737800304142471168,10642,3775
737826014890496000,5618,1930
738156290900254721,2701,720
738166403467907072,9370,3727
738184450748633089,4604,1323
738402415918125056,3491,932
738537504001953792,5429,1707
738883359779196928,3562,886
738885046782832640,4017,1242
738891149612572673,115,6
739238157791694849,73082,50641
739485634323156992,7686,3211
739544079319588864,42426,23425
739606147276148736,5737,1808
739623569819336705,4065,1493
739844404073074688,4036,930
739932936087216128,4325,1179
739979191639244800,21276,6472
740214038584557568,7142,2146
740359016048689152,3519,932
740365076218183684,2647,477
740373189193256964,37053,14551
740676976021798912,19356,7442
740699697422163968,3024,849
740711788199743490,3639,1018
740995100998766593,6833,3021
741067306818797568,10065,3376
741099773336379392,10710,6045
741303864243200000,9361,3529
741438259667034112,3913,913
741743634094141440,8725,3018
741793263812808706,4861,1650
742150209887731712,5495,1702
742161199639494656,4631,1504
742385895052087300,7252,2169
742423170473463808,10517,4156
742465774154047488,7740,4238
742528092657332225,4739,2175
742534281772302336,7524,3877
743210557239623680,4096,1494
743222593470234624,6614,2088
743253157753532416,4517,1325
743510151680958465,8442,4040
743545585370791937,3763,1025
743595368194129920,19715,7188
743609206067040256,4788,1505
743835915802583040,0,2291
743895849529389061,3898,1046
743980027717509120,4429,1192
744223424764059648,1816,409
744234799360020481,127800,77018
744334592493166593,7217,2346
744709971296780288,5980,1701
744971049620602880,8410,2950
744995568523612160,3187,691
745057283344719872,7734,2502
745074613265149952,8369,3856
745314880350101504,7658,3040
745422732645535745,9174,2675
745433870967832576,7590,2782
745712589599014916,7462,2544
745789745784041472,4325,1166
746056683365994496,3792,900
746131877086527488,7376,2410
746369468511756288,6609,1813
746507379341139972,4959,1182
746521445350707200,0,1077
746542875601690625,5388,2049
746726898085036033,6470,1962
746757706116112384,10233,4265
746790600704425984,5206,1747
746818907684614144,5665,1885
746872823977771008,6412,2359
746906459439529985,3088,328
747103485104099331,10268,4392
747204161125646336,3621,1006
747219827526344708,5654,1732
747242308580548608,0,3162
747439450712596480,5825,2117
747461612269887489,4142,1136
747512671126323200,5956,1739
747594051852075008,3945,1156
747600769478692864,2488,599
747648653817413632,13816,6412
747651430853525504,1478,172
747816857231626240,5202,1278
747844099428986880,3011,819
747885874273214464,3164,1091
747933425676525569,7104,2798
747963614829678593,6226,2367
748220828303695873,15141,8560
748307329658011649,3936,788
748324050481647620,3979,842
748337862848962560,8260,4533
748346686624440324,5597,1359
748568946752774144,2335,737
748575535303884801,6510,2191
748692773788876800,4543,1463
748699167502000129,5084,1760
748705597323898880,2967,1037
748932637671223296,6275,2477
748977405889503236,11526,3753
749036806121881602,3322,860
749064354620928000,5145,1666
749075273010798592,6189,2277
749317047558017024,5893,2441
749395845976588288,9242,3812
749403093750648834,2817,601
749417653287129088,6549,1837
749774190421639168,4991,1440
749981277374128128,5497,2698
749996283729883136,3249,888
750011400160841729,3480,1003
750026558547456000,2914,870
750041628174217216,3416,680
750056684286914561,3363,979
750071704093859840,8430,3676
750086836815486976,2331,599
750101899009982464,3265,927
750117059602808832,4634,1429
750132105863102464,3902,1396
750147208377409536,3326,1066
750381685133418496,739,35
750383411068534784,4876,1254
750429297815552001,14169,4760
750506206503038976,4793,1266
750719632563142656,14217,5570
750868782890057730,5154,1531
751132876104687617,5467,1437
751205363882532864,6782,2020
751251247299190784,13450,6475
751456908746354688,3443,1094
751538714308972544,5417,1399
751583847268179968,4744,1229
751598357617971201,8502,3336
751793661361422336,6310,3224
751830394383790080,6241,2159
751937170840121344,5611,1481
751950017322246144,3314,1025
752173152931807232,6407,2038
752309394570878976,0,18381
752334515931054080,4108,1217
752519690950500352,7934,3789
752568224206688256,5973,2519
752660715232722944,4747,1735
752682090207055872,6464,1776
752701944171524096,0,3182
752917284578922496,7400,1733
752932432744185856,13591,7522
753026973505581056,4191,1074
753039830821511168,39936,23102
753294487569522689,3670,1151
753298634498793472,0,6378
753375668877008896,8197,2575
753398408988139520,6229,2112
753420520834629632,8520,3935
753655901052166144,6301,2408
754120377874386944,8431,2576
754449512966619136,4038,814
754482103782404096,5703,2144
754747087846248448,2773,574
754856583969079297,7397,2776
754874841593970688,0,8852
755110668769038337,22853,12221
755206590534418437,17722,5938
755955933503782912,7903,3186
756275833623502848,6940,1695
756288534030475264,45886,19306
756303284449767430,4257,1196
756526248105566208,11213,3996
756651752796094464,5466,1461
756939218950160384,7153,2217
756998049151549440,6748,2199
757354760399941633,4867,1572
757393109802180609,6288,1927
757400162377592832,16339,7545
757596066325864448,4683,1172
757597904299253760,0,322
757611664640446465,4898,1232
757725642876129280,4885,1345
757729163776290825,0,8960
757741869644341248,7421,3590
758041019896193024,2928,414
758099635764359168,20716,11135
758355060040593408,3693,1196
758405701903519748,5601,2120
758467244762497024,5168,2461
758474966123810816,4117,1094
758740312047005698,6163,1763
758828659922702336,12040,4233
758854675097526272,3825,989
759047813560868866,7026,2229
759099523532779520,15669,4639
759159934323924993,0,1298
759197388317847553,6534,2150
759446261539934208,1804,541
759447681597108224,9174,2722
759557299618865152,5073,1297
759566828574212096,0,23425
759793422261743616,6432,2111
759846353224826880,7243,2196
759923798737051648,15838,6286
759943073749200896,6404,2312
760153949710192640,0,37
760190180481531904,6152,2007
760252756032651264,4244,954
760290219849637889,28879,12699
760521673607086080,4560,1546
760539183865880579,8182,4013
760641137271070720,5347,1431
760656994973933572,7126,2127
760893934457552897,4119,1074
761004547850530816,12166,3830
761227390836215808,5744,1714
761292947749015552,4825,1219
761334018830917632,5625,1606
761371037149827077,0,19839
761599872357261312,4453,1301
761672994376806400,53429,32186
761745352076779520,4594,949
761750502866649088,0,4378
761976711479193600,5833,2233
762035686371364864,34513,17303
762316489655476224,5212,1249
762464539388485633,11178,4672
762471784394268675,12192,7224
762699858130116608,13161,4022
763103485927849985,7939,2519
763167063695355904,0,3356
763183847194451968,5843,1644
763837565564780549,13631,4634
763956972077010945,795,59
764259802650378240,6537,1690
764857477905154048,6924,1959
765222098633691136,12546,3750
765371061932261376,7639,2384
765395769549590528,28451,3763
765669560888528897,5602,1354
765719909049503744,7810,2391
766008592277377025,4034,549
766069199026450432,4622,968
766078092750233600,0,2875
766313316352462849,7320,2092
766423258543644672,6503,1762
766693177336135680,4358,875
766714921925144576,2804,427
766793450729734144,5485,1511
766864461642756096,0,6286
767122157629476866,10917,3168
767191397493538821,13271,4243
767500508068192258,8078,2589
767754930266464257,17324,5992
767884188863397888,5132,1562
768193404517830656,11795,3934
768473857036525572,14708,3809
768554158521745409,0,6472
768596291618299904,5432,1414
768609597686943744,4450,1342
768855141948723200,4541,992
768909767477751808,0,3009
768970937022709760,15592,7266
769212283578875904,5834,1908
769335591808995329,0,8531
769695466921623552,6912,1851
769940425801170949,34023,10727
770069151037685760,8184,2560
770093767776997377,0,3376
770293558247038976,6747,1657
770414278348247044,6795,2288
770655142660169732,7927,1937
770743923962707968,0,50642
770772759874076672,5614,1569
770787852854652928,5367,1362
771004394259247104,0,245
771014301343748096,7439,1837
771102124360998913,6726,1596
771136648247640064,9950,3249
771171053431250945,0,8406
771380798096281600,11398,5681
771500966810099713,8938,2907
771770456517009408,12999,3781
771908950375665664,7105,2109
772102971039580160,4334,1027
772114945936949249,2932,524
772117678702071809,4052,814
772152991789019136,4082,1250
772193107915964416,6499,1543
772581559778025472,7004,1886
772615324260794368,0,3750
772826264096874500,8643,2588
772877495989305348,9300,4321
773191612633579521,10804,4576
773247561583001600,10169,3571
773308824254029826,25153,8315
773336787167145985,0,5681
773547596996571136,23883,6866
773670353721753600,5761,1444
773704687002451968,7140,1826
773922284943896577,6924,1925
773985732834758656,11639,4332
774314403806253056,23579,6228
774639387460112384,7274,1943
774757898236878852,9236,1969
775085132600442880,16840,5271
775350846108426240,11011,4374
775364825476165632,8061,3330
775729183532220416,14011,5108
775733305207554048,15007,4470
775842724423557120,12707,2995
775898661951791106,0,17263
776088319444877312,1989,169
776113305656188928,12737,4860
776201521193218049,10403,2812
776218204058357768,32528,17813
776249906839351296,0,10237
776477788987613185,9616,3132
776813020089548800,5294,1348
776819012571455488,0,15314
777189768882946048,15523,4826
777621514455814149,9511,2787
777641927919427584,0,4760
777684233540206592,12180,3288
777885040357281792,6896,1835
777953400541634568,0,3934
778027034220126208,7125,1815
778039087836069888,9192,2953
778286810187399168,11258,3697
778383385161035776,6343,1226
778396591732486144,0,13685
778408200802557953,14795,4863
778624900596654080,5047,1130
778650543019483137,6272,1672
778748913645780993,7490,1492
778764940568104960,932,409
778774459159379968,0,11135
778990705243029504,21760,8149
779056095788752897,16068,5061
779123168116150273,12822,4075
779124354206535695,0,20564
779377524342161408,9590,3482
779834332596887552,20664,7921
780074436359819264,13316,5587
780092040432480260,0,2575
780192070812196864,9461,2508
780459368902959104,5738,1188
780476555013349377,0,131
780496263422808064,0,4156
780543529827336192,6838,1942
780601303617732608,13137,3724
780800785462489090,5991,1453
780858289093574656,7812,2232
780931614150983680,23516,8229
781163403222056960,10618,3048
781251288990355457,9169,2350
781308096455073793,7756,2852
781524693396357120,22554,6197
781655249211752448,4355,1252
781661882474196992,11358,3031
781955203444699136,12064,3765
782021823840026624,0,6987
782305867769217024,18120,6232
782598640137187329,8465,2103
782722598790725632,18762,6034
782747134529531904,8112,1561
782969140009107456,26251,8241
783085703974514689,8844,2482
783334639985389568,31799,13140
783347506784731136,0,6298
783391753726550016,18370,6176
783466772167098368,9204,2528
783695101801398276,11356,3606
783821107061198850,8010,2206
783839966405230592,32732,12125
784057939640352768,32550,12512
784183165795655680,21899,9049
784431430411685888,6193,1437
784517518371221505,9767,2847
784826020293709826,11043,3611
785170936622350336,13169,5455
785264754247995392,7904,1842
785515384317313025,6642,1419
785533386513321988,9923,2256
785639753186217984,8511,2481
785872687017132033,7275,2048
785927819176054784,12377,3537
786036967502913536,0,7921
786051337297522688,1564,173
786233965241827333,16692,5364
786286427768250368,8691,3214
786363235746385920,11882,3934
786595970293370880,10245,3479
786664955043049472,11624,2882
786709082849828864,19816,6823
786729988674449408,0,2722
786963064373534720,28945,8981
787111942498508800,0,7522
787322443945877504,8496,1958
787397959788929025,11809,3182
787717603741622272,11125,3119
787810552592695296,9458,3429
788039637453406209,6696,1488
788070120937619456,0,3830
788150585577050112,6705,1459
788178268662984705,7886,2381
788412144018661376,16990,5953
788552643979468800,0,8116
788765914992902144,29912,11565
788908386943430656,29853,13936
789137962068021249,10585,3131
789268448748703744,9939,2905
789280767834746880,0,5570
789314372632018944,9384,2587
789530877013393408,12825,3798
789599242079838210,7388,2175
789628658055020548,8205,1994
789903600034189313,11349,4646
789960241177853952,0,4672
789986466051088384,10095,2607
790227638568808452,0,4022
790277117346975746,13693,3610
790337589677002753,8527,2099
790581949425475584,22552,8051
790698755171364864,8936,2139
790723298204217344,0,2607
790946055508652032,18099,5281
790987426131050500,10793,2399
791026214425268224,0,4634
791312159183634433,9576,2853
791406955684368384,14321,4619
791672322847637504,12815,3518
791774931465953280,49189,24975
791780927877898241,0,4265
791784077045166082,0,10867
791821351946420224,0,23618
792050063153438720,7828,2019
792394556390137856,14717,4818
792773781206999040,8013,1885
792883833364439040,12335,4795
792913359805018113,15648,4514
793120401413079041,13838,4383
793135492858580992,7035,2789
793150605191548928,6732,1921
793165685325201412,10246,3123
793180763617361921,7543,2233
793195938047070209,16656,6318
793210959003287553,9741,3164
793226087023144960,10725,3214
793241302385262592,11486,3694
793256262322548741,21775,9356
793271401113350145,9419,2652
793286476301799424,26855,10339
793500921481273345,11662,2681
793601777308463104,8694,1838
793614319594401792,0,3518
793845145112371200,10038,2106
793962221541933056,18366,5501
794205286408003585,10037,3728
794332329137291264,10422,2971
794355576146903043,0,11565
794926597468000259,11209,2602
794983741416415232,0,3798
795076730285391872,17694,6094
795400264262053889,11016,3224
795464331001561088,54337,26790
796031486298386433,11773,4150
796080075804475393,9214,2597
796116448414461957,9908,2722
796125600683540480,5392,2008
796149749086875649,35296,16093
796177847564038144,0,16093
796387464403357696,12008,4678
796484825502875648,8263,1978
796563435802726400,0,8229
796759840936919040,12936,3435
796865951799083009,8358,2134
796904159865868288,0,10023
797165961484890113,250,31
797236660651966464,21799,7444
797545162159308800,15816,5448
797971864723324932,12703,3527
798209839306514432,11304,2862
798340744599797760,0,3781
798576900688019456,0,6624
798585098161549313,0,6424
798628517273620480,0,2208
798644042770751489,0,2076
798665375516884993,0,4367
798673117451325440,0,6240
798682547630837760,0,5319
798686750113755136,0,2610
798694562394996736,0,5582
798697898615730177,0,7305
798701998996647937,0,8783
798705661114773508,0,7442
798925684722855936,8091,1612
798933969379225600,14347,5036
799063482566066176,8813,2762
799297110730567681,10803,3121
799308762079035393,0,6227
799422933579902976,8762,2144
799757965289017345,9156,2429
799774291445383169,0,5271
800018252395122689,30938,14805
800141422401830912,16672,2876
800188575492947969,0,4428
800388270626521089,12131,3147
800443802682937345,0,4860
800459316964663297,10290,2412
800513324630806528,14313,3382
800751577355128832,11429,3113
800855607700029440,0,1830
800859414831898624,751,108
801115127852503040,8791,2345
801127390143516673,0,4470
801167903437357056,26705,6696
801285448605831168,6602,933
801538201127157760,8922,2311
801854953262350336,1915,262
801958328846974976,8409,1917
802185808107208704,0,302
802239329049477120,9871,2923
802265048156610565,6916,1524
802323869084381190,17695,6564
802572683846291456,9737,2819
802600418706604034,7748,1646
802624713319034886,0,3288
802952499103731712,9808,2250
803276597545603072,10923,2773
803321560782307329,0,5992
803380650405482500,8433,2083
803638050916102144,11968,4659
803692223237865472,0,8344
803773340896923648,10940,3109
804026241225523202,48550,18208
804413760345620481,0,3611
804475857670639616,6700,2260
804738756058218496,14951,4327
805207613751304193,8466,1905
805487436403003392,9540,2839
805520635690676224,6234,1854
805823200554876929,0,9049
805826884734976000,7158,2059
805932879469572096,8983,2132
805958939288408065,0,6034
806219024703037440,6979,1346
806242860592926720,0,13140
806542213899489280,11105,2664
806576416489959424,5262,2162
806620845233815552,0,6197
806629075125202948,81836,39222
807010152071229440,14172,4283
807059379405148160,0,8241
807106840509214720,122574,60824
807621403335917568,15848,4130
808001312164028416,13675,3956
808106460588765185,9481,2449
808134635716833280,0,6696
808344865868283904,46203,23279
808501579447930884,12274,2909
808733504066486276,8593,2428
808838249661788160,10982,3405
809084759137812480,14365,3935
809220051211603969,21679,6305
809448704142938112,7531,1650
809808892968534016,0,5501
809920764300447744,16841,4366
810254108431155201,15963,3756
810284430598270976,38573,12829
810657578271330305,11916,2954
810896069567610880,9836,2002
810984652412424192,5794,1604
811386762094317568,22722,7180
811627233043480576,13922,3515
811647686436880384,6054,831
811744202451197953,8200,1809
811985624773361665,7890,1579
812372279581671427,14871,4109
812466873996607488,8687,2159
812503143955202048,6607,1373
812709060537683968,7194,1605
812747805718642688,0,7792
812781120811126785,8217,2137
813051746834595840,22748,8204
813066809284972545,8629,2176
813081950185472002,10721,3102
813096984823349248,11421,4048
813112105746448384,11215,3089
813127251579564032,12882,3505
813130366689148928,4841,496
813142292504645637,9130,2640
813157409116065792,8404,2480
813172488309972993,10135,2153
813187593374461952,21537,4892
813202720496779264,9959,2014
813217897535406080,20293,8161
813800681631023104,9058,1972
813812741911748608,39438,15700
813910438903693312,10078,2106
813944609378369540,0,3610
814153002265309185,31182,9738
814530161257443328,9401,2070
814578408554463233,0,6512
814638523311648768,12234,3033
814986499976527872,8284,1445
815390420867969024,11208,4252
815639385530101762,8919,1841
815736392542261248,10668,2536
815745968457060357,0,4619
815966073409433600,24358,9523
815990720817401858,5417,1171
816014286006976512,0,5945
816062466425819140,0,1171
816091915477250048,9673,2405
816336735214911488,9328,2183
816450570814898180,33123,9067
816697700272001025,10616,2455
816816676327063552,10816,2278
816829038950027264,0,5281
817056546584727552,9274,1847
817120970343411712,13156,2924
817171292965273600,9449,2246
817181837579653120,0,9523
817415592588222464,6086,1078
817423860136083457,37132,16763
817502432452313088,0,3797
817536400337801217,12780,3392
817777686764523521,11575,2976
817827839487737858,56195,30272
817908911860748288,5231,881
818145370475810820,13311,2897
818259473185828864,11929,2543
818307523543449600,0,9067
818536468981415936,11823,2768
818588835076603904,0,6866
818614493328580609,10674,2885
818627210458333184,24019,8316
818646164899774465,0,23279
819004803107983360,93398,40878
819006400881917954,48784,21077
819015331746349057,0,21077
819015337530290176,0,40878
819227688460238848,24996,7460
819238181065359361,2480,450
819347104292290561,7813,1340
819588359383371776,10342,2197
819711362133872643,14545,3495
819924195358416896,13911,5400
819952236453363712,5757,1320
820013781606658049,0,1320
820078625395449857,21395,7003
820314633777061888,3604,633
820446719150292993,0,2876
820494788566847489,0,633
820690176645140481,13196,3592
820749716845686786,34125,11074
820837357901512704,0,7460
821044531881721856,13658,2549
821107785811234820,10381,2374
821149554670182400,9436,2245
821153421864615936,276,10
821407182352777218,12727,4860
821421320206483457,0,6232
821522889702862852,8651,1963
821765923262631936,9103,1852
821813639212650496,0,3724
821886076407029760,12273,2610
822163064745328640,0,5364
822244816520155136,37852,10970
822462944365645825,30845,16424
822489057087389700,19584,7131
822610361945911296,15933,3297
822647212903690241,0,7131
822859134160621569,14241,2543
822872901745569793,142868,48892
822975315408461824,18668,3822
823269594223824897,0,10970
823322678127919110,16981,4480
823333489516937216,753,29
823581115634085888,14051,2945
823699002998870016,13551,2687
823719002937630720,0,12512
823939628516474880,11497,3011
824025158776213504,5147,657
824297048279236611,16193,4291
824325613288833024,12680,11540
824663926340194305,10846,1931
824775126675836928,16130,3921
824796380199809024,0,6094
825026590719483904,6849,1430
825120256414846976,0,1430
825147591692263424,19698,5076
825535076884762624,56029,19104
825829644528148480,13709,2761
825876512159186944,11264,2073
826115272272650244,16867,3474
826204788643753985,5240,1039
826240494070030336,14262,2875
826476773533745153,19806,4657
826598365270007810,10831,2600
826598799820865537,5505,281
826615380357632002,0,4366
826848821049180160,39262,11386
826958653328592898,23228,5550
827199976799354881,11371,2485
827324948884643840,17086,3395
827600520311402496,7970,1047
827653905312006145,16602,3326
827933404142436356,21643,5782
828011680017821696,11124,2370
828046555563323392,12636,3166
828361771580813312,2351,189
828372645993398273,13452,3242
828376505180889089,7934,1179
828381636999917570,13550,2458
828408677031882754,8199,1415
828409743546925057,6738,1272
828650029636317184,10207,1489
828708714936930305,39294,12410
828770345708580865,27437,6506
828801551087042563,0,3756
829011960981237760,56860,17961
829141528400556032,26321,8208
829374341691346946,37178,10316
829449946868879360,11226,2247
829501995190984704,34040,11731
829861396166877184,13136,2172
829878982036299777,0,5550
830097400375152640,10529,3335
830173239259324417,0,6305
830583320585068544,71705,18630
830956169170665475,8547,1658
831262627380748289,12773,2265
831309418084069378,12545,2687
831315979191906304,6976,1231
831322785565769729,9826,1680
831552930092285952,9660,2535
831650051525054464,7694,2159
831670449226514432,11186,1999
831911600680497154,29618,7201
831926988323639298,364,36
831939777352105988,25700,6783
832032802820481025,19133,5147
832040443403784192,0,10727
832088576586297345,72,2
832215726631055365,0,10339
832215909146226688,0,6823
832273440279240704,12096,2575
832369877331693569,18351,3511
832397543355072512,12789,2458
832636094638288896,16973,3076
832645525019123713,3121,573
832682457690300417,12711,3235
832757312314028032,17986,3986
832769181346996225,0,41
832998151111966721,14238,2441
833124694597443584,21597,5334
833479644947025920,15896,2274
833722901757046785,22082,3525
833732339549220864,0,239
833826103416520705,16384,3780
833863086058651648,14330,2650
834086379323871233,13943,2431
834089966724603904,10725,2346
834167344700198914,16827,3992
834209720923721728,22017,5278
834458053273591808,10268,1838
834477809192075265,0,11731
834574053763584002,14635,2786
834786237630337024,22546,5997
834931633769889797,11571,1812
835152434251116546,23977,3327
835172783151792128,27882,6310
835246439529840640,2227,80
835264098648616962,8284,1867
835297930240217089,17484,3284
835309094223372289,0,23102
835536468978302976,0,1867
835574547218894849,18982,3979
835685285446955009,0,8981
836001077879255040,20388,4717
836260088725786625,22663,4697
836380477523124226,15702,3227
836397794269200385,0,30272
836648853927522308,0,607
836677758902222849,13438,2436
836753516572119041,20498,5058
836989968035819520,13569,2511
837110210464448512,17059,2623
837366284874571778,22516,5802
837471256429613056,13639,2532
837482249356513284,4087,484
837820167694528512,36411,8629
838083903487373313,18770,3448
838085839343206401,149,0
838150277551247360,1787,358
838201503651401729,0,11074
838476387338051585,24071,5271
838561493054533637,11605,1451
838831947270979586,0,12125
838916489579200512,0,37
838921590096166913,11893,2269
838952994649550848,20869,4353
839239871831150596,28919,7170
839290600511926273,0,154
839549326359670784,29246,8488
839990271299457024,14267,2510
840268004936019968,20469,6253
840370681858686976,17487,4970
840632337062862849,9534,1915
840696689258311684,13069,1078
840698636975636481,192,3
840728873075638272,0,17689
840761248237133825,0,1915
841077006473256960,24313,5776
841314665196081154,16843,5127
841320156043304961,20953,5912
841439858740625411,13406,4003
841680585030541313,27175,8435
841833993020538882,0,16763
842115215311396866,14854,3287
842163532590374912,25938,6315
842535590457499648,19163,3805
842765311967449089,7145,1387
842846295480000512,16107,3896
843235543001513987,22743,6582
843604394117681152,17871,2978
843856843873095681,22642,5014
843981021012017153,15984,3172
844223788422217728,14406,2382
844580511645339650,17408,3409
844704788403113984,40935,11228
844973813909606400,15987,3487
844979544864018432,14413,2809
845098359547420673,0,8315
845306882940190720,24636,5846
845397057150107648,8048,1972
845677943972139009,26509,5185
845812042753855489,30928,9473
846042936437604353,16866,3120
846139713627017216,32541,10653
846153765933735936,33467,9807
846505985330044928,14935,3351
846514051647705089,47126,12558
846874817362120707,21152,4238
847116187444137987,22557,3442
847157206088847362,21042,6323
847251039262605312,21503,4627
847606175596138505,19730,3653
847617282490613760,7375,454
847842811428974592,5770,1452
847962785489326080,24713,5518
847971574464610304,0,463
847978865427394560,0,3511
848212111729840128,17170,3326
848213670039564288,8589,808
848324959059550208,26003,4955
848690551926992896,26469,4650
849051919805034497,44557,9178
849336543269576704,11990,2034
849412302885593088,16644,3373
849668094696017920,0,5334
849776966551130114,31925,8168
850019790995546112,21428,5258
850145622816686080,17090,4101
850333567704068097,3577,357
850380195714523136,13667,2796
850753642995093505,32480,9963
851224888060895234,21603,6131
851464819735769094,25354,7569
851591660324737024,16910,3708
851861385021730816,0,23
851953902622658560,0,10316
852189679701164033,11947,1688
852226086759018497,20869,7284
852311364735569921,34551,10569
852553447878664193,17063,3751
852672615818899456,15538,2289
852912242202992640,9414,1963
852936405516943360,0,2159
853299958564483072,16136,3793
853639147608842240,36252,10792
853760880890318849,29689,6152
854010172552949760,16783,3342
854120357044912130,33127,7953
854365224396361728,19579,4973
854482394044301312,30358,7287
854732716440526848,23627,6460
855138241867124737,0,49
855245323840757760,0,6315
855459453768019968,30926,8682
855818117272018944,27415,5745
855851453814013952,46825,18635
855857698524602368,12198,2233
855860136149123072,5159,1093
855862651834028034,358,28
856282028240666624,28499,6646
856288084350160898,532,17
856330835276025856,0,712
856526610513747968,12164,1976
856543823941562368,16752,3024
856602993587888130,0,11228
857029823797047296,19456,4197
857062103051644929,0,178
857214891891077121,236,20
857263160327368704,20560,4738
857393404942143489,6082,1711
857746408056729600,35181,11108
857989990357356544,16532,2700
858107933456039936,16146,3040
858471635011153920,22068,5057
858843525470990336,15924,3627
858860390427611136,0,8488
859074603037188101,34725,14188
859196978902773760,92211,31550
859607811541651456,19022,1639
859851578198683649,15762,3644
859924526012018688,19988,4265
860177593139703809,0,32186
860184849394610176,17066,6067
860276583193509888,18715,3619
860524505164394496,24138,5482
860563773140209665,7669,2248
860924035999428608,0,849
860981674716409858,0,2248
861005113778896900,17089,3951
861288531465048066,17554,4325
861383897657036800,36805,11102
862096992088072192,76138,24170
862457590147678208,20943,5138
862722525377298433,17414,3660
862831371563274240,19549,5262
863062471531167744,8695,2559
863079547188785154,8925,1136
863427515083354112,2300,100
863432100342583297,24229,5452
863471782782697472,0,2559
863553081350529029,15559,4309
863907417377173506,20966,4274
864197398364647424,30678,9243
864279568663928832,14856,3142
864873206498414592,32836,9000
865006731092295680,28441,7908
865359393868664832,26863,5148
865718153858494464,25973,5768
866094527597207552,0,8629
866334964761202691,53347,14885
866450705531457537,123960,36236
866686824827068416,19590,3585
866720684873056260,20354,4960
867051520902168576,32645,8080
867072653475098625,0,131
867421006826221569,16327,2581
867774946302451713,34375,7513
867900495410671616,24407,4274
868552278524837888,10261,2146
868622495443632128,27476,5904
868639477480148993,0,2146
868880397819494401,66227,14841
869227993411051520,20604,3866
869596645499047938,16100,3198
869702957897576449,28439,6452
869772420881756160,42679,10248
870063196459192321,36918,8514
870308999962521604,21933,4228
870374049280663552,83105,26679
870656317836468226,12487,2688
870726314365509632,120,3
870804317367881728,33789,6319
871032628920680449,22735,3862
871102520638267392,20996,5578
871166179821445120,0,5776
871515927908634625,20273,3502
871762521631449091,20310,3520
871879754684805121,38150,11364
872122724285648897,34513,8227
872261713294495745,34291,6406
872486979161796608,40751,9101
872620804844003328,20810,3751
872668790621863937,0,28
872820683541237760,14724,3724
872967104147763200,27396,5456
873213775632977920,7251,1602
873337748698140672,0,1602
873580283840344065,24233,3978
