tweet_id,fav_count,retweet_count
677698403548192770,1294,347
677700003327029250,3585,1561
677716515794329600,3228,1058
677895101218201600,5118,2298
677918531514703872,1430,443
677961670166224897,3613,1822
678021115718029313,14574,6912
678023323247357953,2037,422
678255464182861824,1678,405
678278586130948096,12175,6602
678334497360859136,1376,291
678341075375947776,1831,587
678380236862578688,2578,985
678389028614488064,1980,458
678396796259975168,1686,456
678399652199309312,61524,30084
678410210315247616,4501,1985
678424312106393600,5749,2774
678446151570427904,4242,1717
678643457146150913,2175,467
678675843183484930,3050,1622
678708137298427904,5905,2652
678740035362037760,3983,1861
678755239630127104,7593,3611
678764513869611008,1735,523
678767140346941444,3749,1491
678774928607469569,2957,1005
678798276842360832,3704,1295
678800283649069056,2733,982
678969228704284672,1742,503
678991772295516161,2474,1280
679001094530465792,3001,1344
679047485189439488,2391,746
679062614270468097,18184,8960
679111216690831360,6345,2793
679132435750195208,3151,1263
679148763231985668,2945,1121
679158373988876288,22883,8852
679405845277462528,2530,1316
679462823135686656,33816,20564
679475951516934144,2232,699
679503373272485890,3362,1614
679511351870550016,3591,1397
679527802031484928,2814,797
679530280114372609,5060,2262
679722016581222400,1761,516
679729593985699840,2301,901
679736210798047232,2223,875
679777920601223168,3285,1221
679828447187857408,38599,15314
679844490799091713,2522,850
679854723806179328,3051,1350
679862121895714818,2622,682
679872969355714560,2312,720
679877062409191424,2091,703
680055455951884288,17773,7792
680070545539371008,2730,960
680085611152338944,13613,9718
680100725817409536,3797,1495
680115823365742593,2886,997
680130881361686529,2441,1038
680145970311643136,3851,1899
680161097740095489,2464,799
680176173301628928,4154,1705
680191257256136705,2286,557
680206703334408192,3013,1282
680221482581123072,1551,315
680440374763077632,1543,552
680473011644985345,2700,813
680494726643068929,1826,526
680497766108381184,4509,2085
680583894916304897,3839,1464
680609293079592961,2809,781
680798457301471234,3044,1139
680801747103793152,2525,901
680805554198020098,2311,723
680836378243002368,3672,1457
680889648562991104,1878,399
680913438424612864,2550,677
680934982542561280,2209,481
680940246314430465,3433,1158
680959110691590145,4845,2169
680970795137544192,2587,724
681193455364796417,3954,1627
681231109724700672,2547,528
681242418453299201,1593,593
681261549936340994,1552,299
681281657291280384,3430,1205
681297372102656000,3400,1048
681302363064414209,4211,2004
681320187870711809,2832,832
681339448655802368,9901,4438
681340665377193984,1747,303
681523177663676416,15275,6378
681579835668455424,3789,1435
681610798867845120,2039,517
681654059175129088,2815,1015
681679526984871937,1873,488
681694085539872773,13632,4428
681891461017812993,2635,907
681981167097122816,2958,1128
682003177596559360,3361,1669
682032003584274432,7023,2207
682047327939461121,3425,1056
682059653698686977,5288,1855
682088079302213632,19578,10867
682242692827447297,3469,1296
682259524040966145,4450,1337
682303737705140231,3287,1090
682389078323662849,1781,511
682393905736888321,2380,747
682406705142087680,8088,1934
682429480204398592,3655,1270
682638830361513985,2195,656
682662431982772225,3250,1173
682697186228989953,1401,393
682750546109968385,1624,479
682788441537560576,2634,1224
682808988178739200,1886,201
682962037429899265,39544,18298
683030066213818368,2301,803
683078886620553216,2118,616
683098815881154561,2312,717
683111407806746624,3628,995
683142553609318400,3070,1143
683357973142474752,3143,1031
683391852557561860,8122,2610
683449695444799489,4154,1757
683462770029932544,2597,731
683481228088049664,2807,1087
683498322573824003,3376,1051
683515932363329536,7868,3182
683742671509258241,6956,3647
683773439333797890,3573,1483
683828599284170753,2984,1156
683834909291606017,2798,1209
683849932751646720,2801,1072
683852578183077888,2054,384
683857920510050305,4054,1222
684097758874210310,4385,1572
684122891630342144,2126,520
684147889187209216,3176,1637
684177701129875456,2155,737
684188786104872960,3718,1287
684195085588783105,2044,567
684200372118904832,2320,1129
684222868335505415,4105,1517
684225744407494656,1322,230
684241637099323392,8715,3605
684460069371654144,2112,608
684481074559381504,4129,1279
684538444857667585,2826,1054
684567543613382656,3214,1351
684588130326986752,4397,1542
684594889858887680,9546,3870
684800227459624960,2894,1087
684830982659280897,37493,23618
684880619965411328,2243,903
684902183876321280,2003,583
684914660081053696,3738,1601
684926975086034944,3747,518
684940049151070208,3440,1148
684959798585110529,7278,3446
684969860808454144,2522,423
685169283572338688,4375,1563
685198997565345792,2485,733
685268753634967552,3318,1328
685307451701334016,2208,482
685315239903100929,3569,1181
685321586178670592,2826,709
685325112850124800,10139,4378
685532292383666176,3253,1263
685547936038666240,35213,17157
685641971164143616,3128,849
685663452032069632,3466,1602
685667379192414208,2497,631
685681090388975616,2166,138
685906723014619143,8045,3183
685943807276412928,1748,670
685973236358713344,2257,586
686003207160610816,1944,700
686007916130873345,2636,458
686034024800862208,3328,1279
686035780142297088,1233,133
686050296934563840,2357,806
686286779679375361,4273,1822
686358356425093120,2345,750
686377065986265092,2365,617
686386521809772549,3474,968
686394059078897668,1874,749
686606069955735556,2013,591
686618349602762752,3929,1487
686683045143953408,2996,881
686730991906516992,4433,1309
686749460672679938,3702,1600
686760001961103360,3756,1503
686947101016735744,9192,3471
687096057537363968,2398,667
687102708889812993,2493,1084
687109925361856513,6193,2702
687124485711986689,2314,556
687127927494963200,5831,2506
687312378585812992,4647,2083
687317306314240000,21485,10023
687399393394311168,2027,685
687460506001633280,2178,591
687476254459715584,2109,590
687480748861947905,1705,272
687494652870668288,2046,628
687664829264453632,2073,563
687704180304273409,2602,922
687732144991551489,1882,720
687807801670897665,2550,765
687818504314159109,2670,1041
687826841265172480,2914,1243
687841446767013888,5845,2772
688064179421470721,1832,392
688116655151435777,3010,857
688179443353796608,2261,645
688211956440801280,2373,915
688385280030670848,9935,4865
688519176466644993,2463,798
688547210804498433,2783,768
688789766343622656,2364,728
688804835492233216,1022,215
688828561667567616,1472,404
688894073864884227,2380,766
688898160958271489,2242,861
688908934925697024,2263,844
688916208532455424,2913,952
689143371370250240,2164,563
689154315265683456,3264,1100
689255633275777024,2735,1173
689275259254616065,1237,268
689280876073582592,2134,787
689283819090870273,3511,1208
689289219123089408,2402,1011
689517482558820352,3621,1564
689557536375177216,2197,505
689599056876867584,12428,6035
689623661272240129,2390,712
689659372465688576,11098,4256
689661964914655233,3412,1012
689835978131935233,2312,822
689877686181715968,3223,1299
689905486972461056,2592,758
689977555533848577,1456,487
689993469801164801,1569,502
689999384604450816,1525,411
690005060500217858,3907,1848
690015576308211712,2678,807
690021994562220032,2985,1130
690248561355657216,1800,450
690348396616552449,1604,558
690360449368465409,2838,972
690374419777196032,3475,943
690400367696297985,1991,493
690597161306841088,2099,656
690607260360429569,309,18
690649993829576704,1397,306
690690673629138944,2486,863
690728923253055490,2314,569
690735892932222976,4031,1397
690932576555528194,3505,1113
690938899477221376,4417,2180
690959652130045952,3812,1374
690989312272396288,6315,3138
691090071332753408,1821,369
691096613310316544,3166,977
691321916024623104,2755,719
691416866452082688,20657,8344
691444869282295808,2831,929
691459709405118465,4336,1251
691483041324204033,2526,622
691675652215414786,2074,556
691756958957883396,3086,1118
691793053716221953,8670,4586
691820333922455552,4208,1800
692017291282812928,3061,1045
692041934689402880,3631,1389
692142790915014657,1752,428
692158366030913536,2297,868
692187005137076224,2695,894
692417313023332352,9984,3797
692423280028966913,1575,253
692530551048294401,1972,457
692535307825213440,3406,1481
692568918515392513,4638,1673
692752401762250755,7296,3962
692828166163931137,3071,960
692894228850999298,2429,880
692901601640583168,1910,661
692905862751522816,2601,957
692919143163629568,2848,810
693095443459342336,2001,504
693109034023534592,1833,670
693155686491000832,8428,3499
693231807727280129,3060,800
693262851218264065,2385,548
693267061318012928,2547,895
693280720173801472,3588,1358
693486665285931008,1893,684
693582294167244802,1757,278
693590843962331137,5408,2144
693622659251335168,1646,403
693629975228977152,2617,873
693642232151285760,2715,454
693644216740769793,1433,142
693647888581312512,2877,646
693942351086120961,1846,404
693993230313091072,1999,439
694001791655137281,3614,1130
694183373896572928,3139,1012
694206574471057408,4472,2224
694329668942569472,2143,545
694342028726001664,1682,531
694352839993344000,2171,675
694356675654983680,1609,316
694669722378485760,38095,15758
694905863685980160,2954,1021
694925794720792577,2882,1000
695051054296211456,2842,859
695064344191721472,1717,655
695074328191332352,3036,1204
695095422348574720,2811,671
695314793360662529,3894,1604
695409464418041856,9190,3889
695446424020918272,4649,1972
695629776980148225,4881,2296
695767669421768709,1998,812
695794761660297217,3397,849
695816827381944320,3202,1278
696100768806522880,2069,723
696405997980676096,3430,1240
696488710901260288,2711,1129
696490539101908992,1303,162
696518437233913856,4163,1847
696713835009417216,2534,709
696744641916489729,2219,1029
696754882863349760,1574,388
696877980375769088,2611,778
696886256886657024,5162,1952
696894894812565505,2508,735
696900204696625153,3408,1118
697242256848379904,2688,730
697255105972801536,3224,1265
697259378236399616,3505,1086
697270446429966336,4979,2028
697463031882764288,3644,1504
697482927769255936,2586,740
697516214579523584,2218,1233
697575480820686848,2178,551
697596423848730625,3232,1375
697616773278015490,3362,1098
697630435728322560,1861,588
697881462549430272,3224,1293
697943111201378304,2565,753
697990423684476929,3506,1407
697995514407682048,1626,362
698178924120031232,2993,801
698195409219559425,17904,6512
698262614669991936,5067,2189
698342080612007937,2421,1035
698355670425473025,1995,491
698549713696649216,2473,672
698635131305795584,1370,373
698703483621523456,1549,413
698710712454139905,2639,751
698907974262222848,2710,678
698953797952008193,2892,981
698989035503689728,3616,1075
699036661657767936,2783,1301
699060279947165696,4032,1977
699072405256409088,3198,1292
699079609774645248,2608,714
699088579889332224,2383,685
699323444782047232,3371,943
699370870310113280,2004,478
699413908797464576,2198,673
699423671849451520,1463,362
699434518667751424,2317,557
699446877801091073,6335,2850
699691744225525762,10941,5002
699775878809702401,2093,665
699779630832685056,2955,1348
699788877217865730,2393,540
699801817392291840,3248,1050
700002074055016451,3528,1463
700029284593901568,2203,634
700062718104104960,2818,756
700143752053182464,8043,3009
700151421916807169,2389,720
700167517596164096,2824,813
700462010979500032,4425,1965
700505138482569216,2430,624
700518061187723268,2810,873
700747788515020802,24391,10237
700796979434098688,2593,1044
700847567345688576,2596,542
700864154249383937,2765,667
700890391244103680,2370,626
701214700881756160,13051,5582
701545186879471618,2825,663
701570477911896070,3000,1021
701601587219795968,2227,500
701805642395348998,3658,1846
701889187134500865,3805,1502
701952816642965504,4059,1110
701981390485725185,3673,1078
702217446468493312,5128,1462
702276748847800320,2642,832
702321140488925184,3500,1128
702332542343577600,3415,1693
702539513671897089,3057,1049
702598099714314240,11036,3577
702671118226825216,2331,611
702684942141153280,3430,1174
702899151802126337,1725,491
702932127499816960,2765,788
703041949650034688,28191,13685
703079050210877440,7872,3372
703268521220972544,2105,608
703356393781329922,2034,422
703382836347330562,3741,1245
703407252292673536,2627,760
703425003149250560,4054,1507
703611486317502464,4120,1657
703631701117943808,2770,751
703769065844768768,3508,1238
703774238772166656,1967,509
704054845121142784,3119,999
704113298707505153,1980,613
704134088924532736,1614,508
704347321748819968,1687,386
704364645503647744,8573,3872
704480331685040129,3628,1153
704491224099647488,816,92
704499785726889984,3132,1087
704761120771465216,7077,3162
704819833553219584,2825,1098
704847917308362754,5446,1675
704859558691414016,2402,595
704871453724954624,4545,1213
705066031337840642,2313,659
705102439679201280,2294,561
705223444686888960,2752,879
705239209544720384,3197,818
705428427625635840,4070,1847
705442520700944385,4747,1797
705475953783398401,3158,1003
705591895322394625,3378,1256
705786532653883392,2080,578
705898680587526145,2528,616
705970349788291072,3349,971
705975130514706432,3307,804
706153300320784384,1594,420
706166467411222528,5485,1756
706169069255446529,4170,2423
706265994973601792,2901,999
706291001778950144,1811,511
706310011488698368,22854,8707
706346369204748288,3667,1001
706516534877929472,3299,1122
706538006853918722,3683,1537
706593038911545345,2296,684
706644897839910912,2748,1190
706681918348251136,3535,1054
706901761596989440,2205,656
706904523814649856,15516,8531
707014260413456384,2451,648
707021089608753152,4326,1493
707038192327901184,2340,872
707059547140169728,2741,737
707297311098011648,2933,869
707315916783140866,2626,699
707377100785885184,3503,1171
707387676719185920,3729,1421
707411934438625280,2423,650
707420581654872064,2427,758
707610948723478529,18052,6987
707629649552134146,2751,955
707693576495472641,3646,1085
707738799544082433,4358,2691
707741517457260545,2646,661
707776935007539200,3488,1029
707969809498152960,2870,1054
707983188426153984,51,2
707995814724026368,3308,1220
708026248782585858,4644,2090
708109389455101952,2058,588
708119489313951744,2862,1062
708130923141795840,3603,913
708149363256774660,4540,1678
708349470027751425,2506,802
708356463048204288,3843,1464
708400866336894977,17024,10995
708469915515297792,3272,891
708479650088034305,2710,739
708711088997666817,2717,793
708738143638450176,2913,885
708810915978854401,17561,7573
708834316713893888,1812,547
708845821941387268,3157,976
708853462201716736,1910,712
709042156699303936,5066,1789
709158332880297985,2181,453
709179584944730112,2145,734
709198395643068416,2563,695
709207347839836162,13408,6351
709225125749587968,2547,626
709409458133323776,2790,757
709449600415961088,2366,645
709519240576036864,1580,261
709556954897764353,3490,1157
709566166965075968,3758,1314
709852847387627521,3723,1296
709901256215666688,714,108
709918798883774466,3169,1162
710117014656950272,5846,2164
710140971284037632,2945,975
710153181850935296,3091,970
710269109699739648,2555,1224
710272297844797440,4810,1374
710283270106132480,2260,560
710296729921429505,2521,800
710588934686908417,4847,2042
710609963652087808,5101,2550
710658690886586372,2456,614
710833117892898816,2862,585
710844581445812225,2705,746
710997087345876993,4837,1508
711008018775851008,3187,678
711306686208872448,3520,795
711363825979756544,3888,1232
711652651650457602,4114,996
711694788429553666,34899,19839
711732680602345472,9464,4488
711743778164514816,3013,1072
711968124745228288,8550,2509
711998809858043904,0,136
712065007010385924,2407,679
712085617388212225,3436,528
712092745624633345,3123,978
712097430750289920,4030,1124
712309440758808576,261,25
712438159032893441,5652,1698
712668654853337088,4423,1318
712717840512598017,13137,5431
712809025985978368,19757,7305
713175907180089344,4743,1571
713177543487135744,7646,3083
713411074226274305,4689,1402
713761197720473600,5179,1491
713900603437621249,2997,808
713909862279876608,2029,594
713919462244790272,3477,845
714141408463036416,4566,1521
714214115368108032,2409,952
714251586676113411,3472,915
714258258790387713,3192,778
714485234495041536,2887,1264
714606013974974464,3841,1011
714631576617938945,3474,1084
714957620017307648,4398,1541
714962719905021952,7816,4645
714982300363173890,3991,1124
715009755312439296,4429,1340
715200624753819648,5443,2044
715220193576927233,2565,710
715342466308784130,3213,742
715360349751484417,5814,1706
715680795826982913,4596,1760
715696743237730304,4149,1403
715704790270025728,2971,610
715733265223708672,4958,1842
715758151270801409,3969,1544
715928423106027520,3390,952
716080869887381504,5185,1888
